scientific_name,inat_common_name,ref_common_name,comment
Pedicularis cyathophylloides,拟斗叶马先蒿,拟斗叶马先蒿,Matched
Clematis hancockiana,毛萼铁线莲,毛萼铁线莲,Matched
Artemisia absinthium,苦艾,中亚苦蒿,Inconsistent common name
Callitris rhomboidea,澳柏,,Species not included in reference
Anubias,水榕属,,Species not included in reference
Conocephalum salebrosum,暗色蛇苔,暗色蛇苔,Matched
Fragaria corymbosa,伞房草莓,,Species not included in reference
Collinsonia,香简草属,,Species not included in reference
Scutellaria viscidula,黏毛黄芩,黏毛黄芩,Matched
Peucedanum harry-smithii,华北前胡,华北前胡,Matched
Phlebodium,金水龙骨属,,Species not included in reference
Oroxylum,木蝴蝶属,木蝴蝶属,Matched
Cycas diannanensis,滇南苏铁,滇南苏铁,Matched
Hura polyandra,响盒子,,Species not included in reference
Liquidambar yunnanensis,云南蕈树,,Species not included in reference
Carludovica,,,Missed common name on iNat
Lomariopsis sorbifolia,,,Missed common name on iNat
Lasiococca,轮叶戟属,轮叶戟属,Matched
Cosmostigma cordatum,心叶荟蔓藤,,Species not included in reference
Phytolacca heterotepala,,,Missed common name on iNat
Haplopteris amboinensis,剑叶书带蕨,剑叶书带蕨,Matched
Microlepia rhomboidea,,斜方鳞盖蕨,Missed common name on iNat
Neanotis thwaitesiana,新耳草,新耳草,Matched
Microtropis biflora,双花假卫矛,双花假卫矛,Matched
Lasianthus curtisii,广东粗叶木,广东粗叶木,Matched
Dryopteris simasakii,高鳞毛蕨,高鳞毛蕨,Matched
Solanum pimpinellifolium,茴芹叶番茄,,Species not included in reference
Caesalpinia sinensis,鸡嘴簕,鸡嘴簕,Matched
Justicia lianshanica,广东爵床,广东爵床,Matched
Acmella brachyglossa,短舌花金钮扣,短舌花金纽扣,Inconsistent common name
Picris davurica,兴安毛连菜,,Species not included in reference
Koelreuteria elegans formosana,台湾栾树,,Species not included in reference
Dianella tasmanica,长果山菅,,Species not included in reference
Microsorum membranifolium,显脉瘤蕨,显脉瘤蕨,Matched
Microdesmis caseariifolia,小盘木,小盘木,Matched
Pilea japonica,,山冷水花,Missed common name on iNat
Crepidium,沼兰属,沼兰属,Matched
Fimbristylis hookeriana,金色飘拂草,金色飘拂草,Matched
Setaria chondrachne,,莩草,Missed common name on iNat
Carex enervis,,无脉薹草,Missed common name on iNat
Clinopodium vulgare,,,Missed common name on iNat
Carex tangulashanensis,,唐古拉薹草,Missed common name on iNat
Dasymaschalon rostratum,喙果皂帽花,喙果皂帽花,Matched
Basella,落葵属,落葵属,Matched
Hemiphragma,鞭打绣球属,鞭打绣球属,Matched
Microstachys,,地杨桃属,Missed common name on iNat
Cerbera,海芒果属,海杧果属,Inconsistent common name
Microstachys chamaelea,,地杨桃,Missed common name on iNat
Fraxinus hubeiensis,湖北梣,,Species not included in reference
Capillipedium,细柄草属,细柄草属,Matched
Iva hayesiana,,,Missed common name on iNat
Crotalaria ferruginea,假地蓝,假地蓝,Matched
Microtropis yunnanensis,福建赛卫矛,云南假卫矛,Inconsistent common name
Burmannia cryptopetala,,透明水玉簪,Missed common name on iNat
Codonacanthus,钟花草属,钟花草属,Matched
Calanthe puberula,镰萼虾脊兰,镰萼虾脊兰,Matched
Macleaya,博落回属,博落回属,Matched
Otochilus,耳唇兰属,耳唇兰属,Matched
Stegnogramma griffithii,圣蕨,圣蕨,Matched
Helicia kwangtungensis,广东山龙眼,广东山龙眼,Matched
Apocopis wrightii,,瑞氏楔颖草,Missed common name on iNat
Schisandra arisanensis viridis,绿叶五味子,,Species not included in reference
Koenigia nepalensis,,,Missed common name on iNat
Pedicularis fletcheri,,光唇马先蒿,Missed common name on iNat
Tripogon chinensis,,中华草沙蚕,Missed common name on iNat
Boehmeria platanifolia,八角麻,八角麻,Matched
Pseudognaphalium adnatum,宽叶拟鼠麹草,宽叶鼠曲草,Inconsistent common name
Sesbania bispinosa,刺田菁,刺田菁,Matched
Nekemias grossedentata,大齿牛果藤,大齿牛果藤,Matched
Hyptis rhomboidea,头花四方骨,吊球草,Inconsistent common name
Agrostis infirma,台湾剪股颖,玉山剪股颖,Inconsistent common name
Anagallis,,琉璃繁缕属,Missed common name on iNat
Ampelopsis bodinieri,蓝果蛇葡萄,蓝果蛇葡萄,Matched
Homalomena pendula,,,Missed common name on iNat
Erycibe obtusifolia,丁公藤,丁公藤,Matched
Abrus pulchellus,美丽相思子,美丽相思子,Matched
Strychnos,马钱属,马钱属,Matched
Rhaponticum,漏芦属,漏芦属,Matched
Kalanchoe suarezensis,苏瓦雷斯落地生根,,Species not included in reference
Roscoea forrestii,大理象牙参,大理象牙参,Matched
Phlomis fruticosa,橙花糙苏,木糙苏,Inconsistent common name
Pavonia hastata,高砂芙蓉,,Species not included in reference
Caryopteris tangutica,,光果莸,Missed common name on iNat
Stranvaesia,红果树属,红果树属,Matched
Ballota,宽萼苏属,,Species not included in reference
Salvia abrotanoides,分葯花,分药花,Inconsistent common name
Callistemon,红千层属,红千层属,Matched
Tilia henryana,毛糯米椴,毛糯米椴,Matched
Schnabelia oligophylla,,四棱草,Missed common name on iNat
Orostachys japonica,晚红瓦松,晚红瓦松,Matched
Acmella oleracea,桂圆菊,桂圆菊,Matched
Heliopsis helianthoides scabra,糙叶赛菊芋,,Species not included in reference
Rhynchospora colorata,白鹭莞,,Species not included in reference
Salomonia ciliata,椭圆叶齿果草,椭圆叶齿果草,Matched
Cyanthillium patulum,咸虾花,咸虾花,Matched
Fimbristylis tristachya subbispicata,双穗飘拂草,,Species not included in reference
Zinnia haageana,,,Missed common name on iNat
Roscoea cangshanensis,苍山象牙参,苍山象牙参,Matched
Psidium,番石榴属,番石榴属,Matched
Thevetia,黄花夹竹桃属,黄花夹竹桃属,Matched
Tibouchina aspera,蒂牡花,,Species not included in reference
Begonia emeiensis,,峨眉秋海棠,Missed common name on iNat
Asparagus myriacanthus,多刺天门冬,多刺天门冬,Matched
Lysimachia pumila,矮星宿菜,矮星宿菜,Matched
Burmannia coelestis,三品一枝花,三品一枝花,Matched
Toxocarpus wightianus,,弓果藤,Missed common name on iNat
Aristea,蓝星鸢尾属,,Species not included in reference
Eria javanica,,香花毛兰,Missed common name on iNat
Stachys kouyangensis,西南水苏,西南水苏,Matched
Impatiens racemosa,总状凤仙花,总状凤仙花,Matched
Cotoneaster sylvestrii,华中栒子,,Species not included in reference
Petrea,,蓝花藤属,Missed common name on iNat
Erythrochiton brasiliensis,巴西罩衫花,,Species not included in reference
Allocasuarina nana,,,Missed common name on iNat
Vitex sampsonii,广东牡荆,广东牡荆,Matched
Anisodontea scabrosa,,,Missed common name on iNat
Ischaemum anthephoroides,毛鸭嘴草,毛鸭嘴草,Matched
Lindsaea cultrata,陵齿蕨,鳞始蕨,Inconsistent common name
Elaeocarpus duclouxii,褐毛杜英,褐毛杜英,Matched
Tainia macrantha,大花带唇兰,大花带唇兰,Matched
Chondrus crispus,皱波角叉菜,,Species not included in reference
Turczaninovia fastigiata,女菀,女菀,Matched
Lycoris × albiflora,乳白石蒜,乳白石蒜,Matched
Lycoris haywardii,红蓝石蒜,,Species not included in reference
Lycoris shaanxiensis,陕西石蒜,陕西石蒜,Matched
Butia capitata,布迪椰子,果冻椰子,Inconsistent common name
Ostrya,铁木属,铁木属,Matched
Juniperus sabina,叉子圆柏,叉子圆柏,Matched
Erythranthe tenella,沟酸浆,沟酸浆,Matched
Herminium alaschanicum,,裂瓣角盘兰,Missed common name on iNat
Comastoma tenellum,柔弱喉毛花,柔弱喉毛花,Matched
Viola kunawarensis,西藏堇菜,西藏堇菜,Matched
Calypogeia,护蒴苔属,护蒴苔属,Matched
Trigonotis microcarpa,毛脉附地菜,毛脉附地菜,Matched
Rubus delavayi,三叶悬钩子,三叶悬钩子,Matched
Persicaria paradoxa,窄叶火炭母,,Species not included in reference
Lepidozia,,指叶苔属,Missed common name on iNat
Lysimachia hemsleyi,叶苞过路黄,叶苞过路黄,Matched
Silene viscidula,粘萼蝇子草,黏萼蝇子草,Inconsistent common name
Brachychiton discolor,,,Missed common name on iNat
Viola pilosa,匍匐堇菜,匍匐堇菜,Matched
Pterobryopsis,拟蕨藓属,拟蕨藓属,Matched
Centipeda,石胡荽属,石胡荽属,Matched
Adenocaulon,和尚菜属,和尚菜属,Matched
Aethusa,毒欧芹属,,Species not included in reference
Physalis philadelphica,毛酸浆,毛酸浆,Matched
Litsea rotundifolia oblongifolia,豺皮樟,,Species not included in reference
Inula hupehensis,,湖北旋覆花,Missed common name on iNat
Asparagus africanus,非洲天门冬,,Species not included in reference
Ophiorrhiza trichocarpos,版纳蛇根草,,Species not included in reference
Tectaria coadunata,大齿叉蕨,大齿三叉蕨,Inconsistent common name
Muntingia,文定果属,,Species not included in reference
Melica onoei,广序臭草,广序臭草,Matched
Artemisia sylvatica,阴地蒿,阴地蒿,Matched
Primula merrilliana,,安徽羽叶报春,Missed common name on iNat
Lobelia pedunculata,,,Missed common name on iNat
Philadelphus laxiflorus,,疏花山梅花,Missed common name on iNat
Aesculus chinensis wilsonii,,,Missed common name on iNat
Gunnera,大叶草属,,Species not included in reference
Lilium distichum,东北百合,东北百合,Matched
Baccharis plummerae,,,Missed common name on iNat
Houstonia caerulea,,,Missed common name on iNat
Tragus berteronianus,虱子草,虱子草,Matched
Pedicularis semitorta,半扭卷马先蒿,半扭卷马先蒿,Matched
Sparganium stoloniferum,黑三棱,黑三棱,Matched
Elatostema macintyrei,多序楼梯草,多序楼梯草,Matched
Toxocarpus,,弓果藤属,Missed common name on iNat
Picea meyeri,白扦云杉,白杄,Inconsistent common name
Crepis crocea,北方还阳参,北方还阳参,Matched
Fargesia wuliangshanensis,无量山箭竹,无量山箭竹,Matched
Melica grandiflora,大花臭草,大花臭草,Matched
Euphorbia hylonoma,,湖北大戟,Missed common name on iNat
Lonicera webbiana,华西忍冬,华西忍冬,Matched
Osmorhiza aristata,香根芹,香根芹,Matched
Cephalanthera erecta,银兰,银兰,Matched
Lolium arundinaceum,高羊茅,,Species not included in reference
Thladiantha davidi,川赤瓟,,Species not included in reference
Crataegus kansuensis,甘肃山楂,甘肃山楂,Matched
Actinidia macrosperma,大籽猕猴桃,大籽猕猴桃,Matched
Ilex opaca,美洲冬青,,Species not included in reference
Calycanthus floridus,美东夏蜡梅,美国蜡梅,Inconsistent common name
Disporopsis,竹根七属,竹根七属,Matched
Passiflora henryi,圆叶西番莲,圆叶西番莲,Matched
Rubus glabricarpus,光果悬钩子,光果悬钩子,Matched
Elatostema cuneatum,稀齿楼梯草,稀齿楼梯草,Matched
Pteris parkeri,银丝带蕨,,Species not included in reference
Populus simonii,小叶杨,小叶杨,Matched
Saussurea pectinata,篦苞风毛菊,篦苞风毛菊,Matched
Yucca filamentosa,丝兰,,Species not included in reference
Geranium strictipes,紫地榆,紫地榆,Matched
Nabalus racemosus,,,Missed common name on iNat
Tephrosia purpurea,,灰毛豆,Missed common name on iNat
Iris anguifuga,,单苞鸢尾,Missed common name on iNat
Helwingia chinensis crenata,,,Missed common name on iNat
Aspidistra omeiensis,峨眉蜘蛛抱蛋,峨眉蜘蛛抱蛋,Matched
Euphorbia micractina,,甘青大戟,Missed common name on iNat
Molineria gracilis,,,Missed common name on iNat
Prunus limeixing,李梅杏,李梅杏,Matched
Eurycorymbus cavaleriei,伞花木,伞花木,Matched
Thalictrum przewalskii,长柄唐松草,长柄唐松草,Matched
Lithocarpus elizabethae,,厚斗柯,Missed common name on iNat
Hypolytrum,割鸡芒属,割鸡芒属,Matched
Pronephrium,新月蕨属,新月蕨属,Matched
Elatostema cyrtandrifolium,锐齿楼梯草,锐齿楼梯草,Matched
Tropidia angulosa,阔叶竹茎兰,阔叶竹茎兰,Matched
Curcuma yunnanensis,顶花莪术,顶花莪术,Matched
Tabernaemontana corymbosa,伞房狗牙花,伞房狗牙花,Matched
Vitellaria paradoxa,乳油木,,Species not included in reference
Rhachidosorus truncatus,云贵轴果蕨,云贵轴果蕨,Matched
Hemarthria sibirica,牛鞭草,牛鞭草,Matched
Bredia hirsuta scandens,秀丽野海棠,,Species not included in reference
Cicuta virosa,毒芹,毒芹,Matched
Plagiogyria,瘤足蕨属,瘤足蕨属,Matched
Oreocharis longifolia,佛肚苣苔,佛肚苣苔,Matched
Azadirachta,蒜楝属,,Species not included in reference
Neonotonia wightii,,长序大豆,Missed common name on iNat
Juncus patens,广布灯心草,,Species not included in reference
Sclerocroton integerrimus,,,Missed common name on iNat
Coptis laciniata,奧勒岡黄连,,Species not included in reference
Balanophora fungosa,,蛇菰,Missed common name on iNat
Leea,火筒树属,火筒树属,Matched
Calanthe hancockii,,叉唇虾脊兰,Missed common name on iNat
Sinojackia huangmeiensis,,黄梅秤锤树,Missed common name on iNat
Kalanchoe marnieriana,白姬之舞,,Species not included in reference
Dudleya gnoma,,,Missed common name on iNat
Albuca namaquensis,,,Missed common name on iNat
Obregonia denegrii,帝冠,,Species not included in reference
Euphorbia polygona,,,Missed common name on iNat
Euphorbia inermis,,,Missed common name on iNat
Euphorbia hedyotoides,,,Missed common name on iNat
Cumulopuntia boliviana,,,Missed common name on iNat
Tephrocactus bonnieae,,,Missed common name on iNat
Euphorbia bupleurifolia,铁甲丸,,Species not included in reference
Dudleya,仙女杯属,,Species not included in reference
Euphorbia aeruginosa,,,Missed common name on iNat
Lophophora williamsii,乌羽玉,,Species not included in reference
Bergeranthus multiceps,,,Missed common name on iNat
Mammillaria perezdelarosae andersoniana,,,Missed common name on iNat
Pelargonium crassicaule,,,Missed common name on iNat
Drosanthemum,弥生花属,,Species not included in reference
Viburnum japonicum,,,Missed common name on iNat
Rohdea delavayi,李恒万年青,筒花开口箭,Inconsistent common name
Anisodontea capensis,小木槿,,Species not included in reference
Prostanthera scutellarioides,,,Missed common name on iNat
Aspidistra oblanceifolia,棕叶草,棕叶草,Matched
Volkameria,,苦郎树属,Missed common name on iNat
Hemsleya,雪胆属,雪胆属,Matched
Impatiens stenantha,窄花凤仙花,,Species not included in reference
Huberantha cerasoides,细基丸,细基丸,Matched
Corybas,,铠兰属,Missed common name on iNat
Vanda ampullaceum,鸟舌兰,,Species not included in reference
Chonemorpha megacalyx,长萼鹿角藤,长萼鹿角藤,Matched
Nicandra,假酸浆属,假酸浆属,Matched
Asimina triloba,泡泡树,,Species not included in reference
Rohdea urotepala,蝶花开口箭,尾萼开口箭,Inconsistent common name
Syneilesis australis,,南方兔儿伞,Missed common name on iNat
Calanthe discolor,虾脊兰,虾脊兰,Matched
Pleioblastus,苦竹属,苦竹属,Matched
Dischidia,眼树莲属,眼树莲属,Matched
Cycas elongata,越南蓖齿苏铁,,Species not included in reference
Matteuccia,荚果蕨属,荚果蕨属,Matched
Maranta arundinacea,竹芋,竹芋,Matched
Haplanthus laxiflorus,疏花穿心莲,,Species not included in reference
Cleisostoma filiforme,金塔隔距兰,金塔隔距兰,Matched
Magnolia rostrata,长喙厚朴,,Species not included in reference
Thalictrum simplex,箭头唐松草,箭头唐松草,Matched
Ludwigia alternifolia,互叶丁香蓼,,Species not included in reference
Jungermannia,叶苔属,叶苔属,Matched
Adenostemma,下田菊属,下田菊属,Matched
Dieffenbachia leopoldii,白肋黛粉芋,白肋黛粉芋,Matched
Ctenanthe oppenheimiana,银羽斑竹芋,,Species not included in reference
Habenaria dentata,鹅毛玉凤花,鹅毛玉凤花,Matched
Allospondias lakonensis,岭南酸枣,岭南酸枣,Matched
Aconitum longecassidatum,高帽乌头,高帽乌头,Matched
Veratrum maackii,毛穗藜芦,毛穗藜芦,Matched
Meliosma myriantha,多花泡花树,多花泡花树,Matched
Dryopteris subtriangularis,三角鳞毛蕨,三角鳞毛蕨,Matched
Cyperus diffusus,多脉莎草,多脉莎草,Matched
Lindsaea javanensis,爪哇鳞始蕨,爪哇鳞始蕨,Matched
Aphyllorchis montana,无叶兰,无叶兰,Matched
Menisciopsis lakhimpurensis,红色新月蕨,,Species not included in reference
Oldenlandia bracteosa,大苞耳草,,Species not included in reference
Diplazium yaoshanense,假江南双盖蕨,假江南短肠蕨,Inconsistent common name
Scleria corymbosa,伞房珍珠茅,伞房珍珠茅,Matched
Gmelina,石梓属,石梓属,Matched
Licuala fordiana,穗花轴榈,穗花轴榈,Matched
Adenanthera,海红豆属,海红豆属,Matched
Astragalus capillipes,草珠黄芪(耆),草珠黄芪,Inconsistent common name
Atractylodes lancea,苍术,苍术,Matched
Arundinella setosa,刺芒野古草,刺芒野古草,Matched
Digitaria setigera,海南马唐,海南马唐,Matched
Chrysanthemum potentilloides,委陵菊,委陵菊,Matched
Allium brevidentatum,矮齿韭,矮齿韭,Matched
Impatiens blepharosepala,睫毛萼凤仙花,睫毛萼凤仙花,Matched
Meteoriopsis,粗蔓藓属,粗蔓藓属,Matched
Tilia tuan,椴树,椴树,Matched
Cipadessa,浆果楝属,浆果楝属,Matched
Carpesium triste,暗花金挖耳,暗花金挖耳,Matched
Coptis morii,森式黄连,,Species not included in reference
Polypodiodes,水龙骨属,水龙骨属,Matched
Glyceria leptolepis,假鼠妇草,假鼠妇草,Matched
Potamogeton octandrus,南方眼子菜,八蕊眼子菜,Inconsistent common name
Fallopia convolvulus,卷茎蓼,卷茎蓼,Matched
Rhopalocnemis phalloides,盾片蛇菰,盾片蛇菰,Matched
Rottboellia exaltata,,,Missed common name on iNat
Heteropolygonatum xui,四川异黄精,四川异黄精,Matched
Aristolochia austroyunnanensis,,,Missed common name on iNat
Epipogium roseum,虎舌兰,虎舌兰,Matched
Lomatogonium rotatum,辐状肋柱花,辐状肋柱花,Matched
Solanum virginianum,黄果茄,黄果茄,Matched
Thysanotus chinensis,异蕊草,异蕊草,Matched
Rostratae,,,Missed common name on iNat
Asarum splendens,青城细辛,青城细辛,Matched
Sinalliaria,华葱芥属,华葱芥属,Matched
Premna serratifolia,,伞序臭黄荆,Missed common name on iNat
Chloris formosana,台湾虎尾草,台湾虎尾草,Matched
Gleditsia fera,,华南皂荚,Missed common name on iNat
Philydrum lanuginosum,田葱,田葱,Matched
Ormosia pachycarpa,茸荚红豆,茸荚红豆,Matched
Synostemon bacciformis,艾堇,,Species not included in reference
Vitis balansana,,小果葡萄,Missed common name on iNat
Lonicera reticulata,皱叶忍冬,皱叶忍冬,Matched
Neolitsea phanerophlebia,,显脉新木姜子,Missed common name on iNat
Sciaphila ramosa,,多枝霉草,Missed common name on iNat
Viburnum taitoense,台东荚蒾,台东荚蒾,Matched
Leucojum aestivum,夏雪片莲,夏雪片莲,Matched
Asarum ichangense,小叶马蹄香,小叶马蹄香,Matched
Asarum porphyronotum,紫背细辛,紫背细辛,Matched
Peperomia leptostachya,石蝉草,,Species not included in reference
Sarcopyramis bodinieri,肉穗草,肉穗草,Matched
Cinnamomum aromaticum,肉桂,,Species not included in reference
Hydrocotyle sibthorpioides batrachium,破铜钱,,Species not included in reference
Carex siderosticta,宽叶苔草,宽叶薹草,Inconsistent common name
Thalictrum dioicum,唐松草,,Species not included in reference
Meehania urticifolia,荨麻叶龙头草,荨麻叶龙头草,Matched
Parasenecio rubescens,矢镞叶蟹甲草,矢镞叶蟹甲草,Matched
Hosiea sinensis,无须藤,无须藤,Matched
Celastrus hypoleucoides,薄叶南蛇藤,薄叶南蛇藤,Matched
Vincetoxicum chekiangense,蔓剪草,蔓剪草,Matched
Spatholirion longifolium,竹叶吉祥草,竹叶吉祥草,Matched
Pilea sinofasciata,粗齿冷水花,粗齿冷水花,Matched
Populus maximowiczii,辽杨,辽杨,Matched
Adenophora khasiana,云南沙参,云南沙参,Matched
Dischidia oiantha,串钱藤,,Species not included in reference
Swertia alba,白花獐牙菜,白花獐牙菜,Matched
Swertia paniculata,宽丝獐牙菜,宽丝獐牙菜,Matched
Spuriopimpinella brachycarpa,短果茴芹,短果大叶芹,Inconsistent common name
Vincetoxicum floribundum,七层楼,,Species not included in reference
Adiantum erythrochlamys,肾盖铁线蕨,肾盖铁线蕨,Matched
Celastrus flagellaris,刺苞南蛇藤,刺苞南蛇藤,Matched
Polystichum deltodon,对生耳蕨,对生耳蕨,Matched
Sabia campanulata,钟花清风藤,钟花清风藤,Matched
Primulina roseoalba,粉花报春苣苔,粉花报春苣苔,Matched
Myuroclada maximowiczii,鼠尾藓,鼠尾藓,Matched
Erica carnea,春石楠,,Species not included in reference
Metapanax davidii,掌叶梁王茶,异叶梁王茶,Inconsistent common name
Cyrtomium nephrolepioides,低头贯众,低头贯众,Matched
Polystichum xiphophyllum,尾叶耳蕨,剑叶耳蕨,Inconsistent common name
Pteris latipinna,百越凤尾蕨,宽羽凤尾蕨,Inconsistent common name
Melaleuca armillaris,,,Missed common name on iNat
Alocasia wentii,,,Missed common name on iNat
Cephalaralia cephalobotrys,,,Missed common name on iNat
Plukenetia,,,Missed common name on iNat
Aylostera heliosa,,,Missed common name on iNat
Setiechinopsis mirabilis,,,Missed common name on iNat
Saussurea ussuriensis,乌苏里风毛菊,乌苏里风毛菊,Matched
Anthurium warocqueanum,,,Missed common name on iNat
Asparagus lycopodineus,短梗天门冬,短梗天门冬,Matched
Symplocos glomerata,,团花山矾,Missed common name on iNat
Rhynchoglossum,尖舌苣苔属,尖舌苣苔属,Matched
Lycoris houdyshelii,江苏石蒜,,Species not included in reference
Dryopteris dickinsii,远轴鳞毛蕨,远轴鳞毛蕨,Matched
Nertera sinensis,薄柱草,薄柱草,Matched
Argyreia pierreana,东京银背藤,东京银背藤,Matched
Sterculia pexa,,家麻树,Missed common name on iNat
Salsola tragus,风滚草,,Species not included in reference
Allium thunbergii,球序韭,球序韭,Matched
Cephalotaxus oliveri,篦子三尖杉,篦子三尖杉,Matched
Osmanthus fortunei,,,Missed common name on iNat
Eriocapitella japonica,,,Missed common name on iNat
Ostrya rehderiana,天目铁木,天目铁木,Matched
Angelica polymorpha,拐芹,拐芹,Matched
Semecarpus gigantifolia,台东漆,,Species not included in reference
Quercus delavayi,,黄毛青冈,Missed common name on iNat
Dichorisandra thyrsiflora,蓝姜,,Species not included in reference
Guihaia,,石山棕属,Missed common name on iNat
Strobilanthes henryi,南一笼鸡,南一笼鸡,Matched
Diuranthera minor,小鹭鸶草,小鹭鸶草,Matched
Polystichum hookerianum,虎克耳蕨,尖羽耳蕨,Inconsistent common name
Machilus lichuanensis,利川润楠,利川润楠,Matched
Sloanea hemsleyana,仿栗,仿栗,Matched
Paraphlomis,假糙苏属,假糙苏属,Matched
Pternopetalum trichomanifolium,膜蕨囊瓣芹,膜蕨囊瓣芹,Matched
Rubus ichangensis,宜昌悬钩子,宜昌悬钩子,Matched
Arachniodes blinii,粗齿黔蕨,粗齿黔蕨,Matched
Brassica nigra,黑芥,,Species not included in reference
Polystichum hancockii,小戟叶耳蕨,小戟叶耳蕨,Matched
Calopogonium mucunoides,毛蔓豆,毛蔓豆,Matched
Hellenia lacera,莴笋花,,Species not included in reference
Diplazium laxifrons,异裂双盖蕨,异裂短肠蕨,Inconsistent common name
Strobocalyx,,斑鸠菊属,Missed common name on iNat
Allium thunbergii thunbergii,,,Missed common name on iNat
Taraxacum scariosum,深裂蒲公英,深裂蒲公英,Matched
Olgaea lomonossowii,猬菊,猬菊,Matched
Odontites vulgaris,疗齿草,疗齿草,Matched
Allium longistylum,长柱韭,长柱韭,Matched
Sedum elatinoides,细叶景天,细叶景天,Matched
Lepisorus macrosphaerus,大瓦韦,大瓦韦,Matched
Psathyrostachys,,新麦草属,Missed common name on iNat
Atractylodes macrocephala,白术,白术,Matched
Ligularia wilsoniana,川鄂橐吾,川鄂橐吾,Matched
Cirsium monocephalum,马刺蓟,马刺蓟,Matched
Aphananthe,糙叶树属,糙叶树属,Matched
Primula flaccida,,垂花报春,Missed common name on iNat
Globba sherwoodiana,金匠泪舞花姜,,Species not included in reference
Rostrinucula,钩子木属,钩子木属,Matched
Bistorta amplexicaulis,红拳参,抱茎蓼,Inconsistent common name
Primulina liujiangensis,,柳江报春苣苔,Missed common name on iNat
Roridula gorgonias,美杜莎捕虫木,,Species not included in reference
Holcoglossum omeiense,峨眉槽舌兰,峨眉槽舌兰,Matched
Dendrobium cuthbertsonii,,,Missed common name on iNat
Paphiopedilum helenae,,巧花兜兰,Missed common name on iNat
Utricularia alpina,,,Missed common name on iNat
Utricularia blanchetii,,,Missed common name on iNat
Phalaenopsis deliciosa,,大尖囊兰,Missed common name on iNat
Gastrochilus minutiflorus,小花盆距兰,,Species not included in reference
Begonia wallichiana,,,Missed common name on iNat
Malva pusilla,圆叶锦葵,圆叶锦葵,Matched
Scabiosa triandra,,,Missed common name on iNat
Coreopsis verticillata,轮叶金鸡菊,,Species not included in reference
Hakonechloa macra,,,Missed common name on iNat
Scabiosa columbaria,西洋山萝卜,,Species not included in reference
Salvia lyrata,,,Missed common name on iNat
Helenium amarum,苦味堆心菊,,Species not included in reference
Achillea ageratum,,,Missed common name on iNat
Conioselinum anthriscoides,川芎,藁本,Inconsistent common name
Aster incisus,裂叶马兰,裂叶马兰,Matched
Lithotoma,,,Missed common name on iNat
Ribes fasciculatum,簇花茶藨子,簇花茶藨子,Matched
Hemiboea subacaulis,短茎半蒴苣苔,短茎半蒴苣苔,Matched
Trifolium rubens,,,Missed common name on iNat
Digitaria ciliaris chrysoblephara,毛马唐,,Species not included in reference
Helenium autumnale,,,Missed common name on iNat
Holmskioldia,冬红属,冬红属,Matched
Begonia listada,铲叶秋海棠,,Species not included in reference
Quercus phellos,柳叶栎,,Species not included in reference
Oxygonum,蒺藜蓼属,,Species not included in reference
Maranta leuconeura erythroneura,,,Missed common name on iNat
Soroseris umbrella,,肉菊,Missed common name on iNat
Lophanthera lactescens,垂序金虎尾,,Species not included in reference
Hibiscus glandulifer,腺叶木槿,,Species not included in reference
Taxus cuspidata nana,矮紫杉,,Species not included in reference
Nymphoides lungtanensis,,,Missed common name on iNat
Anacampseros quinaria alstonii,,,Missed common name on iNat
Nymphoides crenata,圆齿荇菜,,Species not included in reference
Balanophora fargesii,川藏蛇菰,川藏蛇菰,Matched
Abutilon hybridum,,,Missed common name on iNat
Diospyros ebenum,乌木,,Species not included in reference
Picea mariana,黑云杉,,Species not included in reference
Leiocarpae,净果组,,Species not included in reference
Woodsia intermedia,,东亚岩蕨,Missed common name on iNat
Carlesia sinensis,山茴香,山茴香,Matched
Diarrhena mandshurica,龙常草,龙常草,Matched
Vaccinium oldhamii,腺齿越橘,腺齿越橘,Matched
Plagiomnium succulentum,大叶匐灯藓,大叶匐灯藓,Matched
Landoltia,斑萍属,少根萍属,Inconsistent common name
Limnophila sessiliflora,小宝塔,石龙尾,Inconsistent common name
Ludwigia perennis,细花丁香蓼,细花丁香蓼,Matched
Acer tataricum,苦条枫,鞑靼槭,Inconsistent common name
Kitagawia terebinthacea,石防风,石防风,Matched
Dopatrium junceum,,虻眼,Missed common name on iNat
Cordia subcordata,,橙花破布木,Missed common name on iNat
Nephrolepis duffii,,圆叶肾蕨,Missed common name on iNat
Cardiopteris quinqueloba,心翼果,心翼果,Matched
Mussaenda macrophylla,大叶玉叶金花,大叶玉叶金花,Matched
Carex perakensis,霹雳薹草,霹雳薹草,Matched
Scleria biflora,,二花珍珠茅,Missed common name on iNat
Sphaerostephanos heterocarpos,异果毛蕨,,Species not included in reference
Dactylicapnos,紫金龙属,紫金龙属,Matched
Swertia punicea,紫红獐牙菜,紫红獐牙菜,Matched
Scirpus wichurae,球穗藨草,球穗藨草,Matched
Coryphopteris japonica,光脚金星蕨,光脚栗金星蕨,Inconsistent common name
Connarus yunnanensis,云南牛栓藤,云南牛栓藤,Matched
Bactris gasipaes,桃果椰子,,Species not included in reference
Boehmeria siamensis,束序苎麻,束序苎麻,Matched
Talinum fruticosum,棱轴土人参,,Species not included in reference
Carex humilis,低矮薹草,低矮薹草,Matched
Conocephalum japonicum,小蛇苔,小蛇苔,Matched
